# target: wasp-103
# filter: IRAC 4.5um
# tmid: 2457163.011465 +- 0.000309
# emid: 2457162.551163 +- 0.000697
# transit_depth: 0.013129+-0.000073
# eclipse_depth: 0.004737 +- 0.000193
# nightside_amp: 0.000995 +- 0.000212
# hotspot_amp: 0.004737 +- 0.000193
# hotspot_lon[deg]: 7.214076 +- 2.719798
# hotspot_lat[deg]: -1.143695 +- 2.212845
time,flux,err,xcent,ycent,npp,phase,raw_flux,phasecurve
2457162.407883,0.999679,0.003857,23.018707,231.180484,4.097753,0.345174,219.085414,1.004071
2457162.408035,0.994521,0.003864,23.022625,231.160471,3.966542,0.345339,218.364460,1.004073
2457162.408188,1.008523,0.003836,23.038680,231.178250,3.958485,0.345505,221.378019,1.004074
2457162.408336,1.004626,0.003846,23.044180,231.178250,3.870036,0.345665,220.506181,1.004076
2457162.408489,1.005941,0.003843,23.047113,231.164756,3.926595,0.345830,220.794646,1.004078
2457162.408642,1.007684,0.003841,23.015380,231.187799,4.079233,0.345995,220.815049,1.004079
2457162.408795,1.004957,0.003848,23.018883,231.189016,4.138386,0.346160,220.213179,1.004081
2457162.408947,1.008852,0.003838,23.024272,231.183555,3.997764,0.346325,221.358260,1.004083
2457162.409096,1.003863,0.003846,23.035341,231.175100,3.948700,0.346485,220.414386,1.004085
2457162.409248,1.002133,0.003854,23.044452,231.193918,4.090353,0.346650,219.589746,1.004086
2457162.409401,0.998470,0.003856,23.047884,231.188650,3.989835,0.346815,219.139148,1.004088
2457162.409549,0.996524,0.003865,23.042674,231.205670,4.160189,0.346975,218.310258,1.004090
2457162.409702,1.001470,0.003852,23.059931,231.164077,3.961384,0.347140,219.824085,1.004091
2457162.409855,1.002891,0.003853,23.019173,231.170763,4.122910,0.347305,219.707026,1.004093
2457162.410008,1.001849,0.003856,23.002836,231.155493,4.076096,0.347470,219.380466,1.004095
2457162.410156,0.998901,0.003857,23.019791,231.160642,4.016372,0.347630,219.183662,1.004097
2457162.410309,1.004610,0.003846,23.025474,231.168044,3.930215,0.347796,220.520017,1.004098
2457162.410461,1.001738,0.003849,23.026116,231.117316,3.823691,0.347961,219.966242,1.004100
2457162.410614,1.004282,0.003846,23.042271,231.160470,3.845458,0.348126,220.423782,1.004102
